area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance
50,1,1,0,2,not acept,not furnished,800,800,26,11
38,1,1,0,6,acept,not furnished,420,2080,24,27
147,3,3,3,-,acept,not furnished,0,2600,81,47
222,3,2,2,3,not acept,furnished,770,5083,350,75
185,4,4,4,8,acept,not furnished,2500,7500,1042,96
284,3,5,6,-,acept,not furnished,550,5100,417,77
45,2,1,1,6,not acept,not furnished,240,1470,30,19
290,3,3,1,9,acept,not furnished,1600,5300,853,69
74,3,2,2,15,acept,not furnished,850,1250,100,16
115,3,2,2,15,acept,not furnished,1018,2690,214,35
37,1,1,0,4,acept,not furnished,338,1600,67,24
650,7,6,3,-,acept,not furnished,0,13000,1250,214
30,1,1,0,1,not acept,not furnished,0,1459,0,10
87,1,1,2,14,acept,furnished,870,7900,150,101
553,5,6,5,15,acept,furnished,6000,3360,2827,43
250,3,4,4,16,acept,not furnished,3421,10700,1224,136
600,4,5,6,-,acept,not furnished,0,6000,3000,51
250,3,3,3,-,acept,not furnished,0,4500,150,68
30,1,1,1,16,acept,not furnished,399,1799,0,23
62,3,1,1,2,not acept,not furnished,260,950,59,13
115,2,2,2,1,acept,not furnished,900,3000,75,39
130,3,1,0,4,acept,not furnished,1050,6800,193,28
35,1,1,0,15,acept,not furnished,306,2000,0,26
350,4,3,3,9,not acept,not furnished,2050,10000,658,134
100,3,2,0,-,not acept,not furnished,0,3000,914,46
85,3,2,2,9,acept,not furnished,1225,2600,182,33
60,1,1,1,-,acept,not furnished,0,1500,100,23
197,3,3,2,8,acept,not furnished,1600,2500,325,32
177,4,5,4,12,acept,not furnished,1500,9200,959,117
96,2,1,0,8,acept,furnished,700,5000,181,65
48,1,1,0,-,not acept,not furnished,0,1150,34,18
678,5,6,4,-,acept,not furnished,0,15000,3000,226
126,2,2,1,5,acept,not furnished,1800,7500,420,97
130,3,3,1,6,acept,not furnished,1390,4200,257,54
113,2,1,1,8,acept,not furnished,670,1250,92,16
380,3,4,2,-,acept,not furnished,0,12000,959,181
80,1,1,1,10,acept,not furnished,1800,2500,180,32
20,1,1,0,-,acept,furnished,602,1800,130,23
32,1,1,1,15,acept,not furnished,350,1880,0,24
420,4,6,4,8,acept,not furnished,3500,15000,2250,191
500,8,5,2,-,acept,not furnished,0,11000,1550,166
33,1,1,1,12,acept,furnished,560,2900,84,37
700,4,6,6,-,acept,not furnished,0,12500,2176,188
50,1,1,1,-,acept,not furnished,0,1100,0,17
70,2,2,0,4,acept,not furnished,330,1410,59,21
332,3,2,8,-,not acept,not furnished,0,7000,270,115
83,2,3,2,4,acept,furnished,3850,6000,1128,78
62,2,2,2,5,acept,not furnished,800,3000,14,39
30,1,1,0,12,acept,furnished,350,3300,0,42
240,4,6,4,2,not acept,not furnished,2000,4410,0,56
27,1,1,0,-,not acept,not furnished,0,835,0,13
87,3,2,1,3,acept,not furnished,1200,1440,67,19
238,3,3,3,2,acept,furnished,700,4180,167,62
68,2,1,0,3,acept,not furnished,925,2300,245,30
30,1,1,0,19,acept,not furnished,590,800,126,11
24,1,1,0,5,acept,furnished,500,1200,25,16
80,3,2,1,1,not acept,not furnished,402,1613,80,21
70,3,1,1,3,acept,not furnished,275,1100,63,15
250,4,3,2,-,not acept,not furnished,0,10000,0,151
83,3,3,2,5,acept,furnished,990,3500,216,47
339,3,5,4,11,acept,furnished,3000,14000,834,205
75,2,1,1,-,acept,not furnished,0,1300,0,17
154,4,3,3,4,acept,not furnished,1630,4350,742,56
80,2,2,1,5,acept,not furnished,891,1800,125,24
156,3,1,0,2,acept,not furnished,500,1600,142,24
190,3,4,3,2,acept,not furnished,3800,5950,1209,76
200,3,2,2,-,acept,not furnished,0,2900,791,44
600,3,5,8,-,acept,not furnished,800,10000,202,164
57,3,2,1,2,acept,not furnished,225,1100,78,15
110,3,2,2,3,not acept,furnished,550,2600,248,20
240,3,4,5,9,acept,not furnished,3200,6400,1400,82
40,1,1,1,9,not acept,not furnished,440,2800,100,36
160,3,2,2,12,acept,not furnished,1026,1650,243,21
120,3,2,2,1,acept,not furnished,2450,3940,875,50
51,1,1,1,1,acept,not furnished,670,820,90,11
55,1,1,1,3,acept,not furnished,250,2300,45,34
820,4,4,5,-,acept,not furnished,0,7225,3750,109
168,3,4,2,9,acept,not furnished,1800,5500,65,70
68,1,2,1,4,acept,furnished,500,2500,117,37
260,4,4,6,22,acept,furnished,2480,5500,1167,70
93,2,2,1,8,acept,not furnished,1258,2490,12,32
73,2,2,1,13,acept,not furnished,700,1250,150,16
182,3,3,5,-,acept,not furnished,0,4200,250,64
215,3,2,0,5,acept,not furnished,1400,4000,38,52
280,3,3,4,-,acept,not furnished,0,9500,990,143
68,2,1,1,5,acept,not furnished,660,870,109,12
76,1,2,1,4,acept,furnished,1180,4200,30,54
156,3,4,3,4,acept,not furnished,1650,9000,667,115
271,4,3,1,7,acept,not furnished,1500,3900,500,57
297,4,6,2,3,acept,not furnished,2800,2800,433,36
73,2,1,1,8,acept,not furnished,525,1360,6,18
350,3,4,5,-,acept,not furnished,0,5500,1092,83
100,2,3,3,-,acept,furnished,1200,7650,250,97
100,3,2,0,3,not acept,not furnished,800,2000,250,26
180,3,4,4,-,acept,not furnished,1000,4500,127,68
350,7,4,2,-,acept,not furnished,0,4600,292,70
40,1,1,0,7,acept,not furnished,180,1000,6,15
106,3,2,1,5,acept,not furnished,1434,5000,338,65
63,2,2,1,19,acept,furnished,1000,11000,133,140
200,4,3,2,6,acept,furnished,2100,9200,603,119
65,2,2,0,1,acept,not furnished,250,3600,103,47
25,1,1,0,4,acept,furnished,356,1984,55,23
95,3,2,2,5,acept,not furnished,1760,1200,296,16
36,1,1,1,8,acept,furnished,600,3400,80,44
273,4,4,2,5,acept,not furnished,2800,10200,632,132
159,2,2,1,8,acept,furnished,1236,4200,251,54
110,2,2,1,6,acept,furnished,2500,5000,1417,65
130,4,4,3,3,acept,furnished,1600,10840,292,159
20,1,1,0,-,not acept,not furnished,0,990,0,13
330,4,5,4,-,acept,not furnished,0,4000,274,61
30,1,1,0,8,not acept,not furnished,550,1216,25,16
190,4,3,2,1,acept,not furnished,1733,5000,570,64
195,2,3,1,10,acept,not furnished,1500,6000,334,77
43,2,7,2,11,acept,not furnished,257,2270,0,29
49,2,1,1,5,acept,not furnished,273,950,0,13
68,3,1,1,1,acept,not furnished,560,1410,115,18
63,2,2,2,3,acept,furnished,500,2150,70,32
298,4,4,3,6,acept,not furnished,3356,9000,1190,115
52,1,2,1,4,acept,furnished,795,3850,297,49
350,3,2,4,-,acept,not furnished,0,10200,992,154
170,4,2,1,3,acept,furnished,2437,5200,570,66
120,3,2,2,1,acept,not furnished,1784,5300,350,69
30,1,1,0,19,acept,not furnished,800,1250,0,17
67,2,1,0,5,not acept,furnished,388,1140,71,16
210,3,4,0,-,acept,furnished,0,4200,175,64
40,1,1,1,1,not acept,furnished,250,1050,8,16
117,3,2,1,1,acept,not furnished,706,3400,217,50
67,2,1,1,7,acept,not furnished,570,1420,4,18
70,3,2,2,1,acept,not furnished,554,1900,228,26
60,2,1,2,-,acept,not furnished,0,1400,0,25
856,5,7,6,4,acept,not furnished,7500,10000,5000,127
34,1,1,0,7,acept,not furnished,625,1700,65,22
717,5,5,8,16,acept,not furnished,4300,2500,5032,32
96,2,1,0,2,not acept,not furnished,200,1000,40,15
20,1,1,0,-,acept,furnished,602,1800,130,23
70,1,2,0,-,not acept,not furnished,0,1500,59,27
65,1,1,0,10,not acept,furnished,672,2400,116,31
58,2,2,1,18,acept,not furnished,317,1783,0,23
140,3,3,3,2,acept,not furnished,1640,4200,775,54
195,3,4,3,-,acept,not furnished,0,8500,59,128
83,2,1,1,8,acept,furnished,1108,1800,104,24
40,1,1,1,6,acept,not furnished,180,1250,6,19
70,1,1,0,-,not acept,not furnished,0,900,0,14
94,3,3,2,4,acept,not furnished,2076,5000,357,65
34,1,1,1,11,not acept,furnished,620,2800,0,36
30,1,1,0,4,acept,not furnished,336,503,10,7
73,2,2,1,12,acept,not furnished,700,1250,150,16
270,3,3,3,1,acept,not furnished,2500,7220,560,92
40,1,1,1,16,not acept,not furnished,900,3000,183,39
25,1,1,0,-,not acept,not furnished,0,836,0,13
112,3,2,1,8,acept,not furnished,810,3850,98,49
105,3,2,2,6,acept,not furnished,1002,2583,35,33
130,3,2,2,-,acept,not furnished,0,3300,108,50
118,4,2,1,1,acept,not furnished,600,2300,111,31
85,3,2,1,1,acept,not furnished,650,1300,75,17
380,4,4,3,-,acept,furnished,0,7500,0,113
55,2,1,1,1,acept,not furnished,250,1200,83,16
109,3,2,1,2,acept,not furnished,1450,5300,0,68
758,5,4,5,3,acept,not furnished,7630,15000,2752,200
300,4,3,3,-,acept,not furnished,0,6290,519,104
72,2,3,0,1,acept,furnished,826,2400,220,32
148,4,3,2,12,acept,not furnished,1886,5500,399,74
75,2,1,0,9,acept,not furnished,450,1000,34,15
68,2,2,1,7,not acept,not furnished,655,1100,42,15
64,2,2,2,8,not acept,not furnished,800,2100,59,27
206,4,3,2,4,acept,not furnished,1530,6500,565,87
320,3,4,3,8,acept,not furnished,3400,6800,1,87
116,3,3,2,2,not acept,not furnished,557,2500,230,33
560,7,7,8,-,acept,not furnished,0,9000,911,136
320,4,3,4,5,acept,not furnished,3000,5200,292,66
55,1,1,1,1,acept,furnished,2750,2400,635,31
85,2,2,0,8,acept,furnished,850,4900,0,63
100,2,2,1,6,not acept,not furnished,1000,2690,8,35
400,5,5,5,-,acept,not furnished,0,6400,2500,97
220,3,2,2,-,acept,not furnished,0,2600,53,47
80,2,2,0,6,acept,furnished,810,2000,289,26
66,1,1,2,2,acept,not furnished,577,1600,41,21
80,2,2,1,12,acept,not furnished,500,2000,0,30
260,5,4,4,12,acept,not furnished,3400,11000,1400,140
450,4,5,6,-,not acept,furnished,0,9000,1150,136
88,2,2,1,3,acept,not furnished,550,2100,800,31
157,3,5,3,1,acept,not furnished,2300,7000,442,89
129,3,5,0,14,acept,not furnished,1200,6000,561,77
23,1,1,1,26,acept,not furnished,472,2300,59,30
692,5,6,5,-,acept,not furnished,4500,15000,1667,226
310,3,4,3,8,acept,not furnished,2400,4500,900,58
215,3,4,2,1,acept,not furnished,1900,3600,300,53
250,3,4,2,-,acept,not furnished,0,4200,192,64
140,3,2,2,13,not acept,not furnished,1475,2000,171,26
100,1,1,0,-,not acept,not furnished,0,950,0,15
47,2,1,1,2,acept,not furnished,253,1200,20,16
48,2,1,1,-,acept,not furnished,250,1200,40,16
71,2,3,2,13,not acept,not furnished,500,3700,50,47
70,2,1,2,-,not acept,not furnished,0,1400,85,22
67,2,1,1,3,not acept,not furnished,722,2600,198,33
120,3,2,1,-,acept,not furnished,0,1850,84,28
465,5,5,2,-,acept,furnished,0,8960,1500,135
120,3,2,0,5,acept,furnished,981,5000,168,65
92,2,1,0,9,not acept,not furnished,935,1790,0,23
78,3,2,2,6,acept,furnished,720,3500,169,52
60,2,1,1,3,acept,not furnished,200,1100,84,14
100,3,1,1,10,acept,not furnished,700,1400,0,18
87,2,3,2,16,not acept,not furnished,541,5700,216,73
160,2,2,4,-,acept,not furnished,0,2975,117,45
100,2,3,2,7,acept,furnished,1110,4000,375,51
52,2,1,1,3,acept,not furnished,403,1300,10,17
109,4,2,2,13,acept,not furnished,1156,6500,319,83
26,1,1,0,8,not acept,not furnished,305,1280,0,17
270,4,5,2,4,acept,not furnished,4300,5500,1115,70
208,3,4,3,-,acept,not furnished,0,6000,338,99
20,1,1,1,1,not acept,not furnished,0,1000,0,14
50,2,1,1,5,acept,furnished,505,1100,11,14
138,2,1,0,3,acept,not furnished,810,1000,175,13
58,2,2,2,8,not acept,furnished,347,3500,0,45
198,3,4,3,13,acept,furnished,2699,8000,917,102
115,4,4,3,2,acept,not furnished,2600,4000,417,51
128,3,3,2,3,acept,not furnished,2300,13000,726,168
66,1,1,0,6,acept,not furnished,532,3000,75,39
234,3,5,3,17,not acept,furnished,2750,14000,1334,178
380,4,4,6,-,acept,not furnished,0,6000,417,91
113,2,1,1,5,acept,not furnished,1000,3000,50,39
160,3,3,2,-,acept,not furnished,0,2500,192,38
80,2,1,0,3,not acept,not furnished,450,1100,0,15
33,2,1,0,-,not acept,not furnished,0,980,0,15
50,2,1,1,1,not acept,not furnished,100,1500,0,22
65,1,1,0,4,acept,not furnished,350,2200,30,29
40,1,1,0,-,acept,not furnished,0,850,34,13
261,3,4,4,7,acept,not furnished,2700,15000,834,191
50,2,1,1,4,acept,not furnished,158,1140,0,16
281,4,4,2,5,acept,not furnished,1300,3500,410,52
119,2,1,1,-,not acept,not furnished,0,1700,84,26
52,2,1,1,6,acept,not furnished,370,1000,111,14
40,1,1,0,2,not acept,not furnished,282,850,43,13
47,1,1,0,3,acept,not furnished,300,800,21,12
35,1,1,0,5,acept,not furnished,330,1000,20,15
40,1,1,0,-,not acept,not furnished,0,700,59,11
55,2,1,1,3,acept,not furnished,170,750,0,10
72,2,1,1,10,acept,not furnished,870,1200,150,16
30,1,1,0,4,acept,not furnished,360,600,17,9
57,1,1,1,2,acept,not furnished,2900,11500,959,149
70,1,1,1,-,not acept,not furnished,0,1100,0,17
63,2,2,1,20,acept,not furnished,784,4500,136,58
220,3,4,3,11,acept,furnished,3300,8000,1000,102
126,4,3,4,-,acept,not furnished,0,3300,167,50
147,2,3,2,2,acept,furnished,400,7900,75,116
70,3,2,1,10,not acept,furnished,500,1940,77,25
99,2,1,1,14,acept,not furnished,800,1800,0,23
90,3,1,0,2,acept,not furnished,250,1500,140,20
100,2,1,0,1,not acept,not furnished,360,1700,2,22
48,1,1,0,6,acept,furnished,410,1300,25,17
247,4,5,4,15,acept,furnished,2795,12500,1458,167
443,5,5,4,3,acept,furnished,4172,7000,1417,89
200,2,3,2,1,acept,not furnished,2500,5200,250,68
360,4,3,4,-,not acept,not furnished,0,6500,181,107
20,1,1,0,-,acept,furnished,602,1800,130,23
90,3,2,0,3,acept,not furnished,1200,2570,242,34
297,4,4,6,-,acept,not furnished,0,3000,392,46
180,3,3,2,3,acept,not furnished,700,2700,175,40
54,1,2,1,13,acept,furnished,1150,6000,0,77
90,2,2,1,3,not acept,not furnished,400,2500,80,37
105,3,3,2,12,acept,not furnished,1150,2300,208,30
67,2,1,1,8,not acept,furnished,600,2500,96,37
45,1,1,0,1,acept,not furnished,0,770,34,10
33,1,1,1,3,acept,not furnished,170,1600,9,22
45,1,1,0,2,not acept,not furnished,160,620,15,8
127,3,3,0,5,acept,not furnished,1295,1125,209,17
120,3,3,2,1,acept,furnished,1100,8950,0,114
75,2,1,1,13,acept,not furnished,600,1880,16,24
220,3,2,3,-,acept,furnished,0,7800,215,118
50,1,1,1,17,not acept,furnished,750,5000,0,64
115,3,2,1,3,acept,not furnished,900,2500,250,37
75,2,2,1,3,acept,not furnished,706,2400,75,31
65,2,2,0,-,not acept,not furnished,0,1305,0,20
39,1,1,0,2,not acept,furnished,800,2300,98,30
200,2,3,2,-,acept,not furnished,0,4000,196,61
72,2,1,0,14,acept,not furnished,600,2560,0,33
108,2,2,1,7,not acept,furnished,1300,4500,350,58
32,1,1,1,1,acept,furnished,700,4500,128,58
106,3,2,1,8,not acept,not furnished,980,3200,260,41
70,3,1,1,4,acept,not furnished,240,1100,100,15
120,3,2,1,2,acept,furnished,2000,4500,325,58
55,1,1,0,4,acept,not furnished,490,500,37,7
100,3,1,0,5,acept,not furnished,900,1617,0,7
162,2,2,1,12,acept,furnished,1420,5000,0,64
75,2,1,1,2,acept,not furnished,710,1700,18,22
44,1,1,0,7,acept,not furnished,260,670,12,9
130,2,2,2,11,not acept,not furnished,2200,7500,780,96
147,4,3,1,-,acept,not furnished,0,3500,62,53
70,2,1,0,-,acept,not furnished,360,1150,15,17
64,2,2,2,5,acept,not furnished,410,2300,50,34
180,4,3,1,5,not acept,not furnished,1683,4000,482,52
42,2,1,0,1,acept,not furnished,360,1200,100,18
117,3,3,1,13,acept,not furnished,1500,4620,300,59
180,3,4,2,7,acept,furnished,1210,15000,369,194
65,3,2,1,10,not acept,not furnished,587,3250,113,42
29,1,1,0,1,not acept,furnished,250,1720,99,22
600,4,6,3,-,acept,furnished,200,12000,817,181
145,3,3,1,10,acept,furnished,1380,11000,375,140
310,4,4,4,21,acept,not furnished,4700,14000,1751,178
260,4,4,3,8,not acept,not furnished,1665,5250,440,70
320,3,3,2,10,acept,not furnished,2200,8330,584,106
70,3,1,1,3,acept,not furnished,180,980,0,14
35,1,1,0,3,acept,not furnished,320,800,0,11
320,3,4,4,-,acept,not furnished,0,4950,234,88
82,2,2,2,6,acept,not furnished,280,2800,92,41
62,2,2,1,2,acept,furnished,800,2580,84,33
60,3,1,0,3,acept,not furnished,265,1550,31,23
78,3,2,0,8,acept,not furnished,350,1700,61,25
385,4,5,6,3,acept,not furnished,4200,7000,2410,89
214,3,3,2,4,acept,not furnished,2500,3500,500,52
233,4,5,4,7,acept,furnished,3240,11000,92,140
60,2,1,1,8,acept,not furnished,700,1500,50,20
22,1,1,0,3,not acept,furnished,420,1300,75,18
100,2,3,0,1,acept,not furnished,0,1700,130,22
90,2,1,1,2,acept,not furnished,1000,3000,50,39
60,2,2,0,4,not acept,not furnished,560,2500,83,33
22,1,1,0,25,acept,not furnished,385,2100,40,27
80,2,1,0,-,acept,furnished,0,1610,0,24
110,3,4,3,8,acept,not furnished,1364,2200,403,28
120,2,2,1,14,acept,not furnished,858,800,18,11
193,3,3,1,-,acept,not furnished,0,13500,236,222
55,2,1,1,4,acept,not furnished,400,1460,0,19
165,3,3,1,5,acept,furnished,2000,7000,420,91
46,1,1,2,7,acept,not furnished,690,2400,98,36
55,2,1,0,1,acept,not furnished,450,2200,0,29
150,2,2,1,-,acept,not furnished,0,2954,1,45
57,1,1,0,8,acept,furnished,300,6000,17,77
160,3,2,1,3,acept,furnished,2000,6700,367,87
200,4,4,2,9,acept,furnished,3700,7000,850,89
60,1,2,1,10,acept,not furnished,630,1338,72,17
180,3,2,1,11,acept,furnished,2900,4500,500,58
62,1,1,0,3,acept,not furnished,550,2100,0,27
90,3,2,1,12,acept,furnished,1000,3400,275,44
35,1,1,0,3,not acept,furnished,585,2300,92,30
95,2,1,1,8,acept,not furnished,1226,3200,92,41
320,5,5,4,4,acept,not furnished,5800,5500,1500,70
127,3,2,2,4,acept,not furnished,836,1700,124,22
210,3,2,2,11,acept,furnished,2600,5000,417,64
160,4,3,2,20,acept,furnished,1260,5600,334,71
273,3,2,5,-,not acept,not furnished,0,3355,215,51
211,4,5,4,2,acept,not furnished,1543,3800,714,49
145,2,3,2,16,acept,furnished,2000,10000,584,127
92,2,2,1,6,acept,not furnished,450,1900,67,28
70,2,3,1,7,acept,not furnished,1196,2004,0,26
254,3,4,2,-,acept,not furnished,0,3000,251,46
350,4,4,2,4,not acept,not furnished,3000,6000,1316,77
55,1,1,0,13,acept,not furnished,400,1177,0,15
80,3,2,2,5,acept,not furnished,1045,2400,227,31
280,3,3,4,21,acept,not furnished,2498,4500,1116,58
100,3,1,0,3,acept,not furnished,0,1970,0,25
98,3,2,1,2,acept,not furnished,1379,6000,239,78
85,2,3,1,14,acept,not furnished,709,3300,94,42
78,2,2,2,1,not acept,furnished,450,3500,155,45
58,2,1,1,6,acept,not furnished,770,1800,75,23
50,1,1,1,3,acept,not furnished,2208,2300,420,30
30,1,1,0,14,acept,not furnished,400,1600,0,21
75,2,1,1,4,acept,furnished,2065,6000,600,77
350,4,6,6,-,acept,not furnished,1200,7330,55,111
136,3,4,3,2,acept,not furnished,1490,2800,500,36
290,3,3,3,-,acept,not furnished,0,8000,542,121
99,2,2,2,4,acept,not furnished,590,4000,122,51
750,5,3,6,-,not acept,furnished,0,7980,46,142
110,2,2,1,-,acept,not furnished,0,3500,125,53
340,2,3,2,5,acept,not furnished,1500,4000,317,59
178,2,1,1,9,not acept,not furnished,2900,3440,0,44
28,1,1,1,-,not acept,furnished,550,1250,0,17
38,1,1,0,2,not acept,not furnished,0,1300,0,18
254,3,4,2,-,acept,not furnished,0,6150,200,110
51,2,1,1,6,acept,not furnished,200,1050,75,16
134,3,3,2,18,acept,furnished,900,3500,390,45
38,1,1,1,16,acept,not furnished,450,2170,59,28
400,4,5,3,-,not acept,not furnished,0,15000,0,191
136,3,2,2,7,acept,furnished,2470,8000,558,104
250,4,5,2,17,acept,furnished,2000,12000,9,153
94,2,2,2,3,acept,not furnished,890,4000,165,51
62,2,2,1,5,acept,furnished,585,1750,38,23
80,2,2,1,-,acept,furnished,0,2540,65,39
89,3,1,1,5,not acept,not furnished,820,2050,150,26
51,2,1,0,2,acept,not furnished,271,980,21,13
40,1,1,1,19,not acept,furnished,420,3899,208,50
47,1,1,1,3,not acept,furnished,400,2200,0,33
210,3,5,3,2,acept,furnished,1900,3800,0,49
230,4,4,4,1,acept,furnished,2300,13500,1084,172
70,2,2,1,5,acept,not furnished,495,2450,59,32
117,3,1,1,3,acept,not furnished,258,1550,100,23
54,2,2,0,18,acept,not furnished,400,1100,0,15
105,2,1,0,-,acept,not furnished,0,1800,125,28
47,2,2,0,5,acept,furnished,990,4210,158,55
120,3,1,0,2,acept,not furnished,200,2100,167,27
284,4,6,2,5,acept,furnished,3300,11420,567,148
58,2,1,1,4,not acept,furnished,636,2493,80,9
95,2,1,1,3,acept,not furnished,300,2800,69,41
65,2,1,0,-,acept,not furnished,0,1000,47,16
188,3,4,2,-,acept,furnished,650,3800,0,68
21,1,1,0,20,not acept,not furnished,160,850,60,12
65,2,2,1,13,not acept,furnished,700,3200,0,41
50,2,1,0,9,acept,furnished,620,1660,42,22
150,4,3,3,-,acept,not furnished,0,7500,109,113
90,3,3,1,1,acept,not furnished,320,2500,91,37
400,3,3,6,-,acept,not furnished,1200,7200,218,119
64,2,2,2,9,acept,not furnished,460,1964,134,8
80,2,1,1,2,not acept,not furnished,315,2156,0,28
300,3,5,4,12,not acept,not furnished,6593,6000,1974,77
240,3,3,2,-,acept,furnished,0,3840,152,58
50,2,1,1,7,not acept,furnished,465,1357,0,6
820,4,4,6,-,acept,not furnished,2500,13000,2500,196
58,1,1,1,4,acept,furnished,350,2300,139,34
230,3,2,2,7,acept,not furnished,1773,1965,441,25
43,1,1,1,21,acept,furnished,888,2450,107,36
280,6,6,3,-,acept,not furnished,0,5000,1118,76
54,2,1,1,1,acept,furnished,650,1350,0,18
200,6,2,1,-,acept,not furnished,0,3400,134,56
360,3,5,6,17,acept,not furnished,7552,3000,4830,39
650,5,8,7,-,acept,furnished,0,15000,2667,226
38,1,1,0,1,acept,not furnished,300,850,34,13
373,4,5,5,7,acept,not furnished,2601,15000,188,200
47,1,1,1,1,not acept,furnished,400,2200,0,33
133,3,2,2,-,acept,not furnished,0,4300,255,65
150,4,2,2,1,acept,not furnished,1357,3700,211,50
80,3,2,1,3,acept,not furnished,430,1200,74,16
129,4,2,3,2,acept,furnished,1100,5500,520,70
275,3,5,6,-,acept,furnished,0,13000,500,196
44,1,1,0,4,acept,not furnished,632,1700,86,22
60,1,2,1,5,acept,not furnished,750,1900,163,26
170,3,4,4,13,acept,not furnished,1978,8000,759,107
40,1,1,2,5,acept,not furnished,915,1559,169,20
200,4,4,4,4,acept,not furnished,2500,4100,963,55
170,4,4,3,11,acept,not furnished,2500,2499,870,32
200,5,3,2,1,acept,not furnished,1480,9000,259,115
31,1,1,0,3,not acept,furnished,371,1900,0,25
135,3,2,1,8,acept,not furnished,1300,2165,209,32
400,3,3,1,3,acept,not furnished,3000,11000,142,140
70,2,1,0,-,acept,not furnished,320,1200,65,18
64,1,1,0,9,acept,not furnished,500,1750,0,23
73,2,1,1,4,acept,not furnished,625,1200,119,16
240,3,4,3,9,acept,not furnished,3211,5100,1102,65
115,2,1,1,-,acept,not furnished,0,1750,134,27
400,3,4,3,-,acept,not furnished,0,10000,1189,151
147,4,2,0,8,acept,not furnished,1150,2800,258,36
58,2,1,1,1,acept,not furnished,500,750,80,10
92,3,2,2,8,acept,not furnished,700,2000,145,26
330,3,6,4,-,acept,not furnished,0,8500,856,128
60,2,1,0,2,acept,not furnished,389,850,320,13
240,4,5,4,5,acept,not furnished,3000,6000,834,77
38,1,1,0,2,acept,not furnished,335,800,43,12
141,3,2,2,11,acept,not furnished,2200,6900,450,88
43,1,1,1,17,not acept,furnished,1050,2790,120,41
62,2,1,0,4,acept,not furnished,282,940,38,14
50,2,1,1,4,not acept,not furnished,250,1500,35,20
75,2,1,1,7,acept,not furnished,350,1200,34,18
180,3,2,1,-,acept,not furnished,0,5400,459,82
33,1,1,0,11,not acept,not furnished,290,600,10,8
580,6,6,8,-,acept,not furnished,0,10000,2800,151
136,3,3,2,1,not acept,not furnished,1680,3200,525,41
238,4,4,3,1,not acept,not furnished,2765,5000,1220,64
109,3,2,2,20,acept,furnished,1200,4500,417,58
90,2,1,0,-,acept,not furnished,0,2400,170,37
171,2,2,1,2,acept,not furnished,1000,2200,200,33
40,1,1,0,16,acept,not furnished,580,1105,0,14
119,3,2,2,7,acept,not furnished,1650,1200,212,16
330,5,7,5,10,acept,not furnished,1030,4800,973,64
60,1,1,1,2,acept,furnished,1072,4600,115,59
118,3,2,1,4,acept,furnished,1800,6000,22,77
134,2,2,1,7,not acept,furnished,1493,3400,239,44
280,3,4,1,-,acept,not furnished,1,3700,100,56
120,3,2,1,-,acept,not furnished,0,1800,109,28
288,4,6,4,1,acept,not furnished,3634,4200,1155,54
180,3,3,2,11,acept,not furnished,1300,4000,409,51
43,1,1,1,6,acept,not furnished,500,3000,11,39
57,1,1,0,7,acept,furnished,300,6000,17,77
200,3,3,0,-,acept,not furnished,0,4500,71,68
96,3,3,0,6,acept,not furnished,470,3572,30,46
320,4,5,4,-,acept,not furnished,300,6500,417,98
110,3,2,2,1,acept,not furnished,380,2150,192,29
35,1,1,1,11,not acept,furnished,444,3290,124,42
270,4,5,6,-,acept,not furnished,0,11000,400,166
85,2,1,1,1,not acept,not furnished,539,1200,74,16
60,2,2,1,14,acept,furnished,600,3000,209,39
550,4,5,5,-,acept,not furnished,0,5000,875,76
45,1,1,0,11,not acept,not furnished,413,3800,81,49
130,3,2,2,-,acept,not furnished,0,5100,183,77
50,1,1,0,1,acept,not furnished,250,800,0,11
55,2,1,1,3,acept,not furnished,800,1800,42,23
47,1,1,1,1,not acept,furnished,400,2200,0,33
192,4,3,3,2,acept,furnished,412,2400,196,32
70,2,2,2,3,acept,not furnished,700,1800,59,23
78,2,1,0,1,acept,not furnished,280,1480,32,22
45,1,1,1,1,acept,not furnished,320,900,84,14
250,2,2,1,-,acept,not furnished,15,900,67,15
90,3,1,0,18,acept,furnished,500,2240,42,29
186,3,4,2,5,acept,not furnished,3000,13000,475,168
33,1,1,0,14,acept,not furnished,500,3999,0,51
250,5,4,5,-,acept,not furnished,0,4300,84,77
30,1,1,0,4,not acept,not furnished,307,1750,79,23
106,3,1,0,2,acept,not furnished,380,2000,80,26
72,2,2,1,1,acept,furnished,466,3000,93,39
90,2,1,1,1,acept,not furnished,1000,3000,50,39
102,3,2,1,10,acept,not furnished,950,3315,75,42
126,3,3,2,7,not acept,not furnished,2500,2500,317,32
220,3,2,1,-,acept,not furnished,0,5000,500,76
42,1,1,1,13,acept,not furnished,500,2300,50,34
69,2,1,1,6,acept,not furnished,600,1600,0,21
50,2,1,1,24,acept,not furnished,380,1490,0,19
120,4,3,2,8,acept,not furnished,2010,2210,334,28
160,3,3,3,10,acept,furnished,1850,3500,63,45
31,1,1,0,1,acept,furnished,550,2900,0,37
70,3,1,1,8,acept,not furnished,523,1100,0,14
37,1,1,1,8,acept,furnished,490,4000,90,51
63,1,1,1,9,not acept,furnished,1283,7400,286,94
57,2,1,0,7,acept,not furnished,430,1500,54,20
400,3,2,3,-,acept,not furnished,0,5500,1084,83
